2,GENERAL,,General Notes ,,,,GSP Information,Answer,,,
Stakeholder,,,Tribes,1,"Does the GSP document how tribal stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to Tribes , no reference of stakeholder engagement opportunities
Somewhat= No specific Tribe engagement described, lists Tribes as stakeholders, includes stakeholder engagement details
Yes = reference to Tribes in the Basin, documents targetted engagment opportunities for Tribal stakeholders beyond informing","Tribal, tribe, stakeholder, beneficial user",Not Applicable,"California Native American tribes: There are no tribal lands within the Subbasin (see Section 2.1.1.4). However, the GSAs formally contacted the Native American Heritage Commission to verify any potential interests. Additional targeted outreach was made to tribes or tribal representatives with a potential interest due to historic use of subbasin lands for gathering and other traditional practices.

&&

There are no known federally designated tribal lands or tribes in the Subbasin. The Sonoma Northwest Information Center (NWIC) (Sonoma State) searched for sacred lands, and none were found in the area. The Native American Heritage Commission (NAHC) record search returned no information for the Subbasin. NAHC further recommended contacting individual tribal leaders and provided a list of seven people for the GSAs to contact. On April 18, 2019, a separate email was sent to each person recommended by NAHC requesting information on whether there was knowledge of sacred lands in the vicinity of the Subbasin, followed by a phone call. To date, we received no responses identifying federally designated tribal lands in the East Contra Costa Subbasin.

Interested Parties: 
(9) California Native American Tribes
 Wilton Rancheria Tribe  Bay Miwok Tribe ","10-2
2-8
Appendix C/ 3","1. Tribes identified? (yes/no): YES, identifies tribes in Appendix C, Page 3 but does not explicitly  mention within the GSP text. 
2. If yes, which level of engagment: Engagement = Inform 
3. Evidence/strategies listed for level of engagement:

Mention there are no federally recognized tribes in the plan area, yet they list down two tribes as beneficial users/ stakeholders in Appendix C, Page 3. "
Stakeholder,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Somewhat,"Environmental Users: The Subbasin has a generous supply of surface water due to the Bay-Delta setting and includes creeks and streams that are connected to shallow groundwater. The creeks, streams, and shallow groundwater discharge to the Bay-Delta. Environmental users of groundwater include species and habitat reliant on instream flows, wetlands and GDEs. GDEs are mapped in Figures 3-26a and 3-26b in Section 3.3.9. All vegetative species in the ECC Subbasin are listed in Table 3-4. Critical habitat for species in the ECC Subbasin is shown on Figure 3-27. Groups interested in environmental restoration of habitats and species within the Subbasin (e.g., Friends of Marsh Creek and DWR that manages Dutch Slough tidal marsh restoration) were called and/or emailed requesting input on the draft sections of this GSP.

5.2.2.7 Environmental Community
The focus of messaging for this group being on how the GSP development will contribute to a sustainable regional water portfolio which includes surface water sustainability. Special effort should be made to identify specific topics of interest. For example, as part of GSP development, a list of groundwater dependent species may be created, or impacts to wetlands may be identified. These types of lists would highlight where input from the environmental community might be needed. 

 Environmental Users of Groundwater
 East Bay Regional Park District, Big Break
 Dutch Slough Restoration Project
 Contra Costa Watershed Forum
 Contra Costa County Watershed
Program (CWP)
 East Contra Costa Habitat Conservancy ","10-1
Appendix 10c / 21","
1. Environmental Stakeholders identified? YES
2. Which level of engagment: Engagement = Inform 
3. Evidence/strategies listed for level of engagement:
GSP documents intnetion of targetted messaging and workshops for environmental users and stakeholders but lacks details. "
Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"7.3 OUTREACH TACTICS 
GSAs in the Subbasin should conduct a variety of public outreach activities to inform, engage, and respond to stakeholders and other interested parties during GSP development, adoption, and implementation. These activities function to inform stakeholders about SGMA and the GSP, collect information important to groundwater sustainability planning, and receive feedback on the GSP or other public documents. Regular communication with stakeholders and the public will be a key component to the successful adoption and implementation of the GSP. Some outreach activities identified in this section should be timed with GSP development milestones, while others should be conducted on regular or semi-regular basis. GSAs in the Subbasin should collaboratively develop a stakeholder communications and outreach calendar in association with the overall planning schedule. Outreach tools identified in Section 6.2 should be used promote, conduct, and track implementation of the tactics identified in this section. As described in Subsection 7.2.8, all outreach activities described in this section should be documented. 7.3.1 Communications Workbook A separate East Contra Costa Subbasin Communications Workbook (Appendix D) provides lists of required activities for each GSA. The workbook will also assist in document outreach activities. 7.3.2 Outreach Survey A survey to all interested parties was distributed in November-December 2018. The purpose of the survey was two-fold, first to provide some basic GSP education and second to receive input from the interested parties on any topics or concerns for inclusion in the GSP deliberations. The questions were framed to facilitate input on GSP topics. While limited, input provided during the survey was useful. 7.3.3 GSA Board Meetings and Workshops GSA board meetings are the forum where key GSA decisions are presented, discussed, and decided. Presentations at GSA Board meetings also provide an opportunity to engage with the public and stakeholders in the decision-making process for development of the GSP. GSA representatives should verify with their legal counsel whether their GSA board’s meetings are subject to the Brown Act and may be conducted with existing meetings for that agency’s board or elected body (e.g. city council, board of supervisors, board of directors). The GSP Coordination Group members should provide regular updates to their GSA boards regarding the status of GSP development and public outreach activities. These representatives should assess East Contra Costa Subbasin Sustainable Groundwater Management Act Communications Plan SEP 2018 33 their Board’s level of knowledge regarding groundwater topics early in GSP development process and assess the need for a “groundwater 101” type workshop. 7.3.4 Public and Stakeholder Workshops In support of GSP development, GSAs may host workshops to present technical findings, exchange information with stakeholders, and solicit public and stakeholder feedback on the public draft GSP or other public documents. Workshops may be planned and implemented by individuals GSAs or coordinated as a Subbasin-wide activity. Coordinated workshops will be planned at GSP Coordination Group meetings. At this time, it anticipated that individual Boards will have publicly noticed workshop items as part of their regular Board meeting agendas. The workshops will be primarily informational, with the purpose of informing stakeholder and members of public about the basics of SGMA and the GSP development process. Further opportunities for stakeholders to get involved should be identified at that time. The GSAs should hold additional workshops throughout the GSP planning process to inform stakeholders about and receive feedback on key GSP topics. The timing of these workshops should be aligned with key milestones as identified in the project schedule. 7.3.5 Speaking Engagements Efforts should be made to conduct outreach at events or meetings that already occur (e.g. Farm Bureau meetings, Rotary Club, etc.). The purpose of these presentations is to build and maintain awareness about SGMA and the GSP, encourage participation at public GSP development workshops, and encourage enrollment in the Interested Parties Databases. The GSAs should develop a list of knowledgeable presenters in the event that an organization or other entity would like a presentation. Branded outreach materials, such as template presentation slides and handouts, should be readily available for these presenters. The initial round of presentations should focus on increasing awareness of SGMA and expanding the Interested Parties Database. Speaker engagements should be recorded in the overall outreach record and reported at Coordination Group meetings. 7.3.6 Existing Outreach Venues GSAs should fully leverage the activities of existing groups. A list of potential presentation venues is provided in Section 4.1. This list should be developed into a full Outreach Venues Database, described in Subsection 7.2.7. This database should be referenced when there is a need to deploy information. GSAs may conduct informal outreach with the leaders of such groups to determine the best way to interact. GSAs should also determine what communications channels these groups are using and equally leverage these. For example, GSAs may place articles or event postings in group newsletters at little or no charge. East Contra Costa Subbasin Sustainable Groundwater Management Act Communications Plan SEP 2018 34 7.3.7 Press Releases and Guest Editorials At some point in the GSP development and implementation process, it is likely that stakeholders will be asked to make changes and/or financially support a sustainability effort. It will be more productive for the GSAs and their GSP collaboration partners to frame discussions about these changes than to have others, perhaps with less knowledge, do so on their behalf. For that reason, there is a need for press releases and/or guest editorials to offer the media and stakeholders accurate information offered in the context of SGMA. This type of outreach should be closely coordinated as consistency in messages is critical to stakeholder acceptance. GSAs may also use press releases, guest editorials, or media alerts to draw media attention to a significant events or GSP milestones. For example, GSAs may use this tactic to promote a public meeting or workshop or alert stakeholders about release of the public draft GSP.",Appendix 10c / 32,"1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for DACs?  ( yes/no) NO
3. What level of outreach engagement? 
Engagement = Inform & Involve

GSP has a long list of outreach and engagement activieis for all stakeholders and interested parties. "
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Not Applicable,"7.3 OUTREACH TACTICS 
GSAs in the Subbasin should conduct a variety of public outreach activities to inform, engage, and respond to stakeholders and other interested parties during GSP development, adoption, and implementation. These activities function to inform stakeholders about SGMA and the GSP, collect information important to groundwater sustainability planning, and receive feedback on the GSP or other public documents. Regular communication with stakeholders and the public will be a key component to the successful adoption and implementation of the GSP. Some outreach activities identified in this section should be timed with GSP development milestones, while others should be conducted on regular or semi-regular basis. GSAs in the Subbasin should collaboratively develop a stakeholder communications and outreach calendar in association with the overall planning schedule. Outreach tools identified in Section 6.2 should be used promote, conduct, and track implementation of the tactics identified in this section. As described in Subsection 7.2.8, all outreach activities described in this section should be documented. 7.3.1 Communications Workbook A separate East Contra Costa Subbasin Communications Workbook (Appendix D) provides lists of required activities for each GSA. The workbook will also assist in document outreach activities. 7.3.2 Outreach Survey A survey to all interested parties was distributed in November-December 2018. The purpose of the survey was two-fold, first to provide some basic GSP education and second to receive input from the interested parties on any topics or concerns for inclusion in the GSP deliberations. The questions were framed to facilitate input on GSP topics. While limited, input provided during the survey was useful. 7.3.3 GSA Board Meetings and Workshops GSA board meetings are the forum where key GSA decisions are presented, discussed, and decided. Presentations at GSA Board meetings also provide an opportunity to engage with the public and stakeholders in the decision-making process for development of the GSP. GSA representatives should verify with their legal counsel whether their GSA board’s meetings are subject to the Brown Act and may be conducted with existing meetings for that agency’s board or elected body (e.g. city council, board of supervisors, board of directors). The GSP Coordination Group members should provide regular updates to their GSA boards regarding the status of GSP development and public outreach activities. These representatives should assess East Contra Costa Subbasin Sustainable Groundwater Management Act Communications Plan SEP 2018 33 their Board’s level of knowledge regarding groundwater topics early in GSP development process and assess the need for a “groundwater 101” type workshop. 7.3.4 Public and Stakeholder Workshops In support of GSP development, GSAs may host workshops to present technical findings, exchange information with stakeholders, and solicit public and stakeholder feedback on the public draft GSP or other public documents. Workshops may be planned and implemented by individuals GSAs or coordinated as a Subbasin-wide activity. Coordinated workshops will be planned at GSP Coordination Group meetings. At this time, it anticipated that individual Boards will have publicly noticed workshop items as part of their regular Board meeting agendas. The workshops will be primarily informational, with the purpose of informing stakeholder and members of public about the basics of SGMA and the GSP development process. Further opportunities for stakeholders to get involved should be identified at that time. The GSAs should hold additional workshops throughout the GSP planning process to inform stakeholders about and receive feedback on key GSP topics. The timing of these workshops should be aligned with key milestones as identified in the project schedule. 7.3.5 Speaking Engagements Efforts should be made to conduct outreach at events or meetings that already occur (e.g. Farm Bureau meetings, Rotary Club, etc.). The purpose of these presentations is to build and maintain awareness about SGMA and the GSP, encourage participation at public GSP development workshops, and encourage enrollment in the Interested Parties Databases. The GSAs should develop a list of knowledgeable presenters in the event that an organization or other entity would like a presentation. Branded outreach materials, such as template presentation slides and handouts, should be readily available for these presenters. The initial round of presentations should focus on increasing awareness of SGMA and expanding the Interested Parties Database. Speaker engagements should be recorded in the overall outreach record and reported at Coordination Group meetings. 7.3.6 Existing Outreach Venues GSAs should fully leverage the activities of existing groups. A list of potential presentation venues is provided in Section 4.1. This list should be developed into a full Outreach Venues Database, described in Subsection 7.2.7. This database should be referenced when there is a need to deploy information. GSAs may conduct informal outreach with the leaders of such groups to determine the best way to interact. GSAs should also determine what communications channels these groups are using and equally leverage these. For example, GSAs may place articles or event postings in group newsletters at little or no charge. East Contra Costa Subbasin Sustainable Groundwater Management Act Communications Plan SEP 2018 34 7.3.7 Press Releases and Guest Editorials At some point in the GSP development and implementation process, it is likely that stakeholders will be asked to make changes and/or financially support a sustainability effort. It will be more productive for the GSAs and their GSP collaboration partners to frame discussions about these changes than to have others, perhaps with less knowledge, do so on their behalf. For that reason, there is a need for press releases and/or guest editorials to offer the media and stakeholders accurate information offered in the context of SGMA. This type of outreach should be closely coordinated as consistency in messages is critical to stakeholder acceptance. GSAs may also use press releases, guest editorials, or media alerts to draw media attention to a significant events or GSP milestones. For example, GSAs may use this tactic to promote a public meeting or workshop or alert stakeholders about release of the public draft GSP.",Appendix 10c / 32,"1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for Tribes?  (yes/no) NO,
3. What level of outreach engagement? "
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",Somewhat,"7.3 OUTREACH TACTICS 
GSAs in the Subbasin should conduct a variety of public outreach activities to inform, engage, and respond to stakeholders and other interested parties during GSP development, adoption, and implementation. These activities function to inform stakeholders about SGMA and the GSP, collect information important to groundwater sustainability planning, and receive feedback on the GSP or other public documents. Regular communication with stakeholders and the public will be a key component to the successful adoption and implementation of the GSP. Some outreach activities identified in this section should be timed with GSP development milestones, while others should be conducted on regular or semi-regular basis. GSAs in the Subbasin should collaboratively develop a stakeholder communications and outreach calendar in association with the overall planning schedule. Outreach tools identified in Section 6.2 should be used promote, conduct, and track implementation of the tactics identified in this section. As described in Subsection 7.2.8, all outreach activities described in this section should be documented. 7.3.1 Communications Workbook A separate East Contra Costa Subbasin Communications Workbook (Appendix D) provides lists of required activities for each GSA. The workbook will also assist in document outreach activities. 7.3.2 Outreach Survey A survey to all interested parties was distributed in November-December 2018. The purpose of the survey was two-fold, first to provide some basic GSP education and second to receive input from the interested parties on any topics or concerns for inclusion in the GSP deliberations. The questions were framed to facilitate input on GSP topics. While limited, input provided during the survey was useful. 7.3.3 GSA Board Meetings and Workshops GSA board meetings are the forum where key GSA decisions are presented, discussed, and decided. Presentations at GSA Board meetings also provide an opportunity to engage with the public and stakeholders in the decision-making process for development of the GSP. GSA representatives should verify with their legal counsel whether their GSA board’s meetings are subject to the Brown Act and may be conducted with existing meetings for that agency’s board or elected body (e.g. city council, board of supervisors, board of directors). The GSP Coordination Group members should provide regular updates to their GSA boards regarding the status of GSP development and public outreach activities. These representatives should assess East Contra Costa Subbasin Sustainable Groundwater Management Act Communications Plan SEP 2018 33 their Board’s level of knowledge regarding groundwater topics early in GSP development process and assess the need for a “groundwater 101” type workshop. 7.3.4 Public and Stakeholder Workshops In support of GSP development, GSAs may host workshops to present technical findings, exchange information with stakeholders, and solicit public and stakeholder feedback on the public draft GSP or other public documents. Workshops may be planned and implemented by individuals GSAs or coordinated as a Subbasin-wide activity. Coordinated workshops will be planned at GSP Coordination Group meetings. At this time, it anticipated that individual Boards will have publicly noticed workshop items as part of their regular Board meeting agendas. The workshops will be primarily informational, with the purpose of informing stakeholder and members of public about the basics of SGMA and the GSP development process. Further opportunities for stakeholders to get involved should be identified at that time. The GSAs should hold additional workshops throughout the GSP planning process to inform stakeholders about and receive feedback on key GSP topics. The timing of these workshops should be aligned with key milestones as identified in the project schedule. 7.3.5 Speaking Engagements Efforts should be made to conduct outreach at events or meetings that already occur (e.g. Farm Bureau meetings, Rotary Club, etc.). The purpose of these presentations is to build and maintain awareness about SGMA and the GSP, encourage participation at public GSP development workshops, and encourage enrollment in the Interested Parties Databases. The GSAs should develop a list of knowledgeable presenters in the event that an organization or other entity would like a presentation. Branded outreach materials, such as template presentation slides and handouts, should be readily available for these presenters. The initial round of presentations should focus on increasing awareness of SGMA and expanding the Interested Parties Database. Speaker engagements should be recorded in the overall outreach record and reported at Coordination Group meetings. 7.3.6 Existing Outreach Venues GSAs should fully leverage the activities of existing groups. A list of potential presentation venues is provided in Section 4.1. This list should be developed into a full Outreach Venues Database, described in Subsection 7.2.7. This database should be referenced when there is a need to deploy information. GSAs may conduct informal outreach with the leaders of such groups to determine the best way to interact. GSAs should also determine what communications channels these groups are using and equally leverage these. For example, GSAs may place articles or event postings in group newsletters at little or no charge. East Contra Costa Subbasin Sustainable Groundwater Management Act Communications Plan SEP 2018 34 7.3.7 Press Releases and Guest Editorials At some point in the GSP development and implementation process, it is likely that stakeholders will be asked to make changes and/or financially support a sustainability effort. It will be more productive for the GSAs and their GSP collaboration partners to frame discussions about these changes than to have others, perhaps with less knowledge, do so on their behalf. For that reason, there is a need for press releases and/or guest editorials to offer the media and stakeholders accurate information offered in the context of SGMA. This type of outreach should be closely coordinated as consistency in messages is critical to stakeholder acceptance. GSAs may also use press releases, guest editorials, or media alerts to draw media attention to a significant events or GSP milestones. For example, GSAs may use this tactic to promote a public meeting or workshop or alert stakeholders about release of the public draft GSP.",Appendix 10c / 32,"1. Documents outreach plans to stakeholders? (yes/no) YES
2. List specific outreach methods for Environmental stakeholders?  (yes/no) NO
3. What level of outreach engagement? "
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,,Appendix 10c,Appendix 10 c serves as the Communications & Engagemement Plan for this basin. 
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Yes,"Nearly 35% of the ECC Subbasin is considered a Disadvantaged Area and (Table 2-4 and Figure 2-13a), which accounts for almost 20% of the population of the Subbasin (Table 2-5 and Figure 2-13b). The term “Disadvantaged Area” includes the severely disadvantaged communities (SDAC), disadvantaged communities (DAC), and economically distressed areas (EDA), (collectively referred to as Disadvantaged Area [DA]). There are 15,253 people in 5,610 acres of land in the ECC Subbasin that are categorized as a DAC, an additional 17,689 people in 5,095 acres are designated as SDACs, making approximately 18% of the 178,618 population and 10% of the 107,600 acres of the ECC Subbasin covered by DACs and SDACs. DACs are areas identified as having a median household income (MHI) of less than 80% of the California statewide annual MHI, and SDACs have an MHI of less than 60% of the statewide MHI. The DAC/SDAC acreage is based on the Median Household Income ($63,783) for 2012-2016 US Census American Community Survey (ACS) and in accordance with data from DWR’s DAC Mapping Tools. The areas within the Subbasin identified as DACs and SDACs are displayed on Figure 2-13. A summary of DAC area by Census geography type (e.g., Census Block Groups, Census Place, and Census Tracts) is included in Table 2-4. There are 2,645 people in 26,389 acres of land in the ECC Subbasin that are categorized as an EDA. The areas within the Subbasin identified as EDAs are displayed on Figure 2-13a, and 2-13b. A summary of EDA areas by Census geography type (i.e., by Tracts and Blocks) is included in Table 2-4 (by area) and Table 2-5 (by population). The EDAs by Tract and Block fulfill three criterion: EDA Criterion 1 and 2 municipality with MHI of less than 85% of the Statewide MHI and a population of less than 20,000; and EDA Criterion 3 has a low population density (less than or equal to 100 persons/square mile). The total percentage of people in the Subbasin comprising EDAs is about 2% and 24.5% percent of land are considered EDAs.","Figure 2-13a
Figure 2-13b
2-28","1. Location on the map? (yes/no) YES
2. Identified by name? (yes/no) YES
3. DAC places, tracks, or block data used in map? DAC Places, Tracks, and block data is used. 

GSP identifies specific DAC and SDACs as well as map them using two different maps, Figure 2-13a and 2-13b. "
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Not Applicable,"There are no known federally designated tribal lands or tribes in the Subbasin. The Sonoma Northwest Information Center (NWIC) (Sonoma State) searched for sacred lands, and none were found in the area. The Native American Heritage Commission (NAHC) record search returned no information for the Subbasin. NAHC further recommended contacting individual tribal leaders and provided a list of seven people for the GSAs to contact. On April 18, 2019, a separate email was sent to each person recommended by NAHC requesting information on whether there was knowledge of sacred lands in the vicinity of the Subbasin, followed by a phone call. To date, we received no responses identifying federally designated tribal lands in the East Contra Costa Subbasin.",2-8,"1. Tribal lands identified? (yes/no)
2. Tribal lands mapped? (yes/no)


Mention there are no federally recognized tribes in the plan area, yet they ist down two tribes as beneficial users/ stakeholders in Appendix C, Page 3. "
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",Yes,"Nearly 35% of the ECC Subbasin is considered a Disadvantaged Area and (Table 2-4 and Figure 2-13a), which accounts for almost 20% of the population of the Subbasin (Table 2-5 and Figure 2-13b). The term “Disadvantaged Area” includes the severely disadvantaged communities (SDAC), disadvantaged communities (DAC), and economically distressed areas (EDA), (collectively referred to as Disadvantaged Area [DA]). There are 15,253 people in 5,610 acres of land in the ECC Subbasin that are categorized as a DAC, an additional 17,689 people in 5,095 acres are designated as SDACs, making approximately 18% of the 178,618 population and 10% of the 107,600 acres of the ECC Subbasin covered by DACs and SDACs. DACs are areas identified as having a median household income (MHI) of less than 80% of the California statewide annual MHI, and SDACs have an MHI of less than 60% of the statewide MHI. The DAC/SDAC acreage is based on the Median Household Income ($63,783) for 2012-2016 US Census American Community Survey (ACS) and in accordance with data from DWR’s DAC Mapping Tools. The areas within the Subbasin identified as DACs and SDACs are displayed on Figure 2-13. A summary of DAC area by Census geography type (e.g., Census Block Groups, Census Place, and Census Tracts) is included in Table 2-4. There are 2,645 people in 26,389 acres of land in the ECC Subbasin that are categorized as an EDA. The areas within the Subbasin identified as EDAs are displayed on Figure 2-13a, and 2-13b. A summary of EDA areas by Census geography type (i.e., by Tracts and Blocks) is included in Table 2-4 (by area) and Table 2-5 (by population). The EDAs by Tract and Block fulfill three criterion: EDA Criterion 1 and 2 municipality with MHI of less than 85% of the Statewide MHI and a population of less than 20,000; and EDA Criterion 3 has a low population density (less than or equal to 100 persons/square mile). The total percentage of people in the Subbasin comprising EDAs is about 2% and 24.5% percent of land are considered EDAs.","2-28
Table 2-4
Table 2-5","1. Does the GSP document the size of the population for each DAC?

Yes, this is by far the best example of a breakdown of DAC population in a GSP. The GSP breaks down DAC populations in specific parts of the Basin and also breaks down SDAC and EDA populations. Table 2-4 and 2-5 also provides a clear breakdown of DAC, SDCA, and EDA population size."
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,Yes,"These maps indicate that the majority of domestic wells are located in the western portion of the Subbasin, public supply wells are mostly concentrated in urban centers of Discovery Bay, Brentwood, and Oakley, and agricultural wells are located on the western side of the Subbasin. Maps of the average depths (in feet) of domestic, agricultural, and public supply wells by section are provided in Figures 3-9a to 3-9c. Domestic well depths are generally less than 200 feet bgs (Figure 3-9d). Agricultural well depths vary across the Subbasin with ranges from 60 to 800 feet bgs. Public supply wells are most commonly in the 200 to 400-foot bgs range.","3-14
Figure 3-9a
Figure 3-9d","1. Does the map include depth by location?
 YES, GSP includes density map with average domestic well depth (Figure 2-9a) and also includes figure 3-9d as domestic well depth graph. "
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,"DWR categorizes wells in the mapping application as either domestic, production and public supply, and this database was used to create Figures 2-6a, b, and c. Figure 2-6a illustrates the well density of domestic wells by each Public Land Survey System (PLSS) township-range and section (typically a 1-mile by 1-mile square grid). This map indicates that the highest density of domestic wells occurs along an east-west swath between Knightsen and Brentwood, as well as near Byron. The domestic wells are considered de minimis extractors, pumping less than two AF annually and would collectively pump less than 2,000 AFY.","
2-12
Figure 2-6a
","1. How are domestic wells mapped (density/point/none)?
Density map is used to map domestic wells. "
