Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",No,"There are 2 DAC Census Block Groups, both of which are partially located within the Basin (Figure 2-9). Within the Basin, the DACs include part of the Census Designated Places of Boulder Creek, Brookdale, and Ben Lomond. 



Unlike many DACs throughout California, these Block Groups are not a cohesive community. They are generally made up of small parts of several disparate larger communities that have been grouped together by the Census. The Block Group also provides an artificial boundary within which to focus special attention. In all of the communities located within the Basin, there are people who meet the income requirements considered “disadvantaged”, but they are not concentrated together in a defined location. Communities within the Block Group are grouped into beneficial user types under their source of water supply, which is either municipal water or privately pumped (Figure 2-9).",52-53 / 2.1.4.2.5,"1. Does the GSP document the size of the population for each DAC?
The  GSP does not document a specific size of DACs, instead they estimate a size that is smaller than seen on the data blocks. ",
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,,"pg 54, Figure 2-9 (pdf pg 98)","1. Does the map include depth by location?
Map does not include depth by location. ",
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,,"pg 105, Figure 2-32 (pdf pg 149)

Figure 2-9","1. How are domestic wells mapped (density/point/none)?
Domestic wells are mapped using a point map (Figure 2-9) as well as a density map (Figure 2-32). ",
WQ,,,All,NA,"In the Basin Setting (Groundwater Conditions - Water Quality) section of the GSP, are water quality contaminants or constituents of concern (e.g., Nitrates; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water (TDS; salts)) identified and mapped (distribution or contaminant plumes) within the plan area? In the Notes, please specify which contaminants or constituents of concern are present in the basin, and whether (distribution or contaminent plume) maps and trends were provided for each. Answer Yes =  contaminants are identified, mapped, and spatial trends described in the text; Somewhat = contaminants are identified and/or mapped, but not all spatial trends of contaminants are provided; No = No contaminants are / are not identified and mapped, and no spatial trends of contaminants are provided.","no = no water quality evaluation, no mapping spatially or description of temporal trends 
somewhat = Only come COCs mapped/trends describe, don't mention data for non-COCs
 yes = COC's have been clearly stated, mapped and temporal trends described, reason for high COC's have been stated","Nitrate; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water; constituents of concern (COC); water quality; Contaminants",Yes,"Groundwater quality is not regularly tested at SLVWD and SVWD monitoring wells. There have been some one-off samples collected and tested over the years, but there is no long-term groundwater quality record in any municipal monitoring well. There are longer groundwater quality records in monitoring wells associated with contamination cleanup sites. These only provide data for the period during active site assessment and remediation. Many of these monitoring wells are destroyed once clean up goals have been achieved. Private domestic use wells are not subject to DDW drinking water regulations. However, the County requires one-time testing of nitrate, TDS, chloride, iron, and manganese for any new private well. Small water systems that supply groundwater to 15 – 199 service connections also report water quality to the County. These water quality constituents include inorganics, nitrates, arsenic, perchlorate, chromium, radiation, synthetic organic compounds, VOCs, and fuel oxygenates, which include MTBE. The frequency of monitoring ranges between 1 year and 9 years depending on the constituents. Smaller water systems with between 5 and 14 service connections have limited one-time testing requirements for inorganics and report quarterly bacteriologic water quality to the County.

&&

 TDS: Santa Cruz County enforces the 1,000 mg/L upper limit of the secondary MCL. TDS concentrations in portions of the Santa Margarita aquifer are generally low as a result of its high permeability, exposure at the surface, and associated high rate of aquifer “flushing” (Johnson, 2006; Johnson, 2009). In areas where wells pump from the Santa Margarita aquifer and data on TDS concentrations are available, the following observations on Santa Margarita aquifer TDS are made:
• Quail Hollow has relatively low TDS concentrations typically below 150 mg/L (Figure 2-53)
• The Olympia area has higher TDS concentrations typically ranging between 200 and 600 mg/L (Figure 2-53)
• Historical TDS concentrations in Santa Margarita aquifer wells in the Pasatiempo/Camp Evers/southern Scotts Valley area were lower and more stable than TDS concentrations in the Olympia wells (Johnson, 2009). Since the Santa Margarita aquifer is no longer pumped by municipal suppliers in the Pasatiempo/Camp Evers/southern Scotts Valley area there is no current testing of groundwater quality to determine if this is still the case.

&&

There are very few wells screened in the Monterey Formation that have groundwater quality data. SVWD’s Well #9, the only Monterey Formation well in the Basin with long-term and recent groundwater quality data, has TDS concentrations ranging from 300 to 1,430 mg/L (Figure 2-54). Together with 2 Lompico aquifer wells (SVWD #10A and SLVWD Pasatiempo #7), SVWD’s Well #9 has an increasing TDS trend. It is thought its increased TDS concentration is linked to the dewatered Santa Margarita aquifer in the area that has caused reduced leakage of good quality water to the underlying aquifers (Johnson, 2009). High TDS concentrations appear to correspond to periods when the well was being pumped more and thereby extracting a greater proportion of its groundwater from deeper in the Monterey Formation which is known to have elevated TDS because of its marine origin and more limited flushing. This well is no longer used by SVWD for water supply because of its low yield and poor water quality

&&

Iron and Manganese: As with TDS, previous analysis has noted generally lower iron and manganese in some areas of the Santa Margarita aquifer as a result of high rates of aquifer “flushing” (Johnson, 2009; Johnson, 2016). Concentrations in these areas are consistently below state secondary MCLs including frequent non-detects (Figure 2-57 and Figure 2-58). However, iron and manganese concentrations above respective secondary MCLs do occur in other areas of the Santa Margarita aquifer, such as in the Olympia area, where concentrations of iron and manganese can be as high as 1.5 mg/L and 0.33 mg/L, respectively. Figure 2-59 shows iron and manganese concentrations for extraction well SLVWD Olympia #2 versus its groundwater elevations. Over the period of record, there have been both decreases and increases in manganese concentrations, none of which appear related to changing groundwater elevations. Iron concentrations do not follow the same trend as manganese and generally remain below the secondary MCL, but they do periodically and temporarily increase above the secondary MCL. For the most part, changes in iron concentrations do not appear to be influenced by changing groundwater elevations, although the historically low groundwater elevation for this well in WY2016 did correspond to 2 samples above the secondary MCL during that year (Figure 2-59).

&&

Arsenic: Arsenic concentrations above the MCL (up to 0.025 mg/L) are found periodically in wells pumping from the Lompico aquifer (Figure 2-64). Due to wells with groundwater quality data in the Lompico aquifer being limited to wells in the Pasatiempo and Scotts Valley portions of the Basin (Figure 2-66), there are no arsenic data for the Lompico aquifer in other portions of the Basin. Non-detect or low detections of arsenic in the Basin’s other aquifers (all wells with data are included in Appendix 2C), including the Butano aquifer support the observation that elevated arsenic is limited to the Lompico aquifer.&&&&
NItrate: Maximum nitrate (as N) detections in municipal wells from 2010 to 2020 were 3.6 mg/L in the Santa Margarita aquifer, and 0.7 mg/L in the Lompico aquifer which are below the nitrate (as N) MCL of 10 mg/L. Nitrate concentrations are generally higher in the permeable Santa Margarita aquifer due to its widespread exposure at the surface and proximity to potential nitrate contamination sources such as septic tanks and livestock/stables. The description of nitrate concentrations below is limited to areas where groundwater quality data are available. Figure 2-68 plots nitrate (as N) concentrations in SLVWD Quail Hollow extraction wells from 1970-2020.

&&

Contaminants of emerging concern (CECs), including pharmaceuticals and personal care products, are detected at low levels in the Basin’s surface water and groundwater. CEC pathways to surface and groundwater resources are similar to nitrate since these constituents are typically found in wastewater. New and emerging contaminants are currently unregulated but may be subject to future regulation. Examples of new and emerging contaminants are N-Nitrosodimethylamine, and 1,4-dioxane, disinfection byproducts, and perfluorinated substances.","pg 2-144, 2.2.5.4.2
&&
pg 2-145, 2.2.5.4.3
&&
pg 2-151, 2.2.5.4.3.2
&&
pg 2-160, 2.2.5.4.3.3
&&
pg 2-166, 2.2.5.4.4.1
&&
pg 2-172, 2.2.5.4.4.2 

Figure 2-53 thru Figure 2-70
Table 2-19 & 2-20
Appendix 2C","1. Are all concerning constituents identified as COC's, Yes/No -->which ones? Yes, Salinity (TDS), Arsenic, Iron, Manganese, Nitrate
2. Are the COC's mapped? Yes
3. Is there spatial trend data for all COC's? Yes
4. Are constitues which are not of concern identified? Yes
5. Is there a data gap/ Or not enough data related COC's? 

""This GSP has done a great job in explaining different Characteristics of concern. They mention they don't have data from every year but they made the best use of the data they have. 
Iron, Manganese, TDS (in one location) Nitrate(although lvl is lower than MCL, but it is's lvl is rising are of concern. However, they have described all the other characteristics that are important in this basin. 
Figure 2-53 shows different wells TDS level, only one screening well in monterey formation has TDS values of concern. Need to point out they have just one well for screening in monterey formations. 
Arsenic, Chloride. Chlorobenzene,DCE, Iron, Manganese, MTBE, Nitrate, PCE. TCE, TDS, these characteristics are graphed in Appendix C based on different water type years.
They have noticed a correlation between GW elevation and increase of COC's. And source of contamination for NItrate is from septic systems. 

Salinity (TDS), Arsenic, Iron, Manganese, Nitrate, Anthropogenic Groundwater Impacts, CECs, Organic Compounds (VOC's). 

Only TDS, Anthropogenic, and Iron/Maganese/Arsenic are mapped spatially""


",
WQ,,,DACs,2,Does the GSP identify the water source for DACs?,"No= no mention fo DACs and their source
Somewhat= general reference to DACs, and general source reference
Yes=Explicit naming of DAC & Source","Disadvantaged Community*, DAC",Yes,"There are 2 DAC Census Block Groups, both of which are partially located within the Basin (Figure 2-9). Within the Basin, the DACs include part of the Census Designated Places of Boulder Creek, Brookdale, and Ben Lomond. These communities were severely impacted by the CZU Complex wildfires in August 2020. Some of the DAC residents receive their water from SLVWD, but there are also many that rely on private domestic wells as shown on Figure 2-9. All parcels within the DACs are on septic or a small community wastewater disposal system.

Communities within the Block Group are grouped into beneficial user types under their source of water supply, which is either municipal water or privately pumped (Figure 2-9).",52-53 / 2.1.4.2.5,GSp identifies water sources for DAC block groups which were listed as municipal water or provately pumped through domestic wells. ,
ISW/GDE,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",Somewhat,"Along Bean Creek, the findings of the accretion study are consistent with previous observations: the upper Bean Creek watershed and its tributaries are typically losing reaches that recharge the groundwater, whereas streamflow in the lower watershed is enhanced by groundwater discharge from the Santa Margarita (DWR, 1958 and 1966; Kennedy/Jenks Consultants, 2015b; Neill and Hecht, 2020). It has been noted that Bean Creek, beginning about a mile downstream of Mackenzie Creek, typically goes dry in the summer and has done so since the 1960s, although the extents vary between years (Kennedy/Jenks Consultants, 2015b; personal communication with John Ricker, March 2020). Balance Hydrologics conducted a stream walk along the dry reach to document the conditions and extent during October 2019 and July 2020 (Neill and Hecht, 2020, Neill et al., 2021). The greatest increases in flows were observed downstream of the confluence of Ruins Creek with Bean Creek. This reach, in particular, is the primary gaining reach within the Basin and is characterized by areas where the stream has cut through the Santa Margarita sandstone and into the top of underlying Monterey shale, such that springs in the streambed and along the sides of the stream are contributing groundwater discharge (Figure 2-72). Balance Hydrologics conducted a stream walk along the lower Bean Creek reach in September of 2020 to document the numerous seeps and springs contributing groundwater from the Santa Margarita aquifer (Neill et al., 2021). Similar observations of seeps and springs contributing groundwater along streams within the Basin have been documented along the San Lorenzo River, Zayante Creek, and Eagle Creek (Parke and Hecht, 2020a; Parke and Hecht, 2020b). 

&& In addition to accretion studies and field observations, a comparison of groundwater elevations in monitoring wells to nearby streambed elevations shows static groundwater levels consistently higher than the streambed, indicating that groundwater is contributing to streamflow in these locations year-round. For example, Figures 3-8 and 3-9 in Section 3.7.2 compare elevations in monitoring well SLVWD Quail MW-A with nearby streambed elevations in Zayante Creek and in monitoring well SV4-MW with nearby streambed elevations in Bean Creek, respectively. Findings from these studies and observations are combined with model-simulated groundwater elevations in relation to creeks and land surface to produce a map of where surface water and groundwater are connected (Figure 2-72). The map includes creek connections together with non-riparian areas where depth to groundwater is on average less than 30 feet. A depth of 30 feet is selected because it is generally accepted as being the maximum rooting depth for most plants mapped in the Natural Communities Commonly Associated with Groundwater Dataset are supported by groundwater (TNC, 2019).",225-227 / 2.2.5.6; Figure 2-7 shows ISW; Figures 3-8 and Figure 3-9 show hydrographs of monitoring wells,"1. Is there a clear map of ISWs? yes  - figure 2-7
2. Was temporal variability and used and described? somewhat - multiple accretion studies have been conducted in the last few years to study groundwater contribution to baseflow. Figure 2-7 presents the temporal variability in interconnected surfacew water. The only lacking area is groundwater.  A model is used, but only one example of groundwater data in the ISW section when referencing figures 3-8 and 3-9 in section 3.7.2 (undesirable results - depreletion of interconnected surface water). There is not enough details about the temporal data used in the model
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? somewhat - again, more information is needed on data used in assessement (well locations, screening depths, stream gauges)",Changed from yes to somewhat because of lack of description of data used in model.
ISW/GDE,,,Environment,1,"Are the conclusions of ISWs (e.g., no ISWs, some gaining/losing/disconnected) consistent with the assessment? Please describe details in the Notes.","1) no conclusions due to lack of data 2) vague and contradictory conclusions that do not make sense with the assessment 3) concrete conclusions made off of little to no evidence or data. = no
conclusions lacks some detail and evidence to support claims = somewhat
 the conclusions are coherent with the analysis and available data= yes","Interconnected surface water, ISW, gaining, losing",Yes,"As discussed in Section 2.2.4.8, essentially all of the water flowing in the Basin’s streams and creeks is derived from groundwater during the dry season from late May through October (Johnson, 2009).

&& Along Bean Creek, the findings of the accretion study are consistent with previous observations: the upper Bean Creek watershed and its tributaries are typically losing reaches that recharge the groundwater, whereas streamflow in the lower watershed is enhanced by groundwater discharge from the Santa Margarita (DWR, 1958 and 1966; Kennedy/Jenks Consultants, 2015b; Neill and Hecht, 2020).",2-180 && 2-181/ 2.2.5.6 ,"1. Are ISWs mapped in the basin? yes
2. Is the mapping consistent with the assessment? yes",
ISW/GDE,,,Environment,1,"Are all shallow principal aquifers acknowledged in defining ISW? Note: if there is only one unconfined aquifer in the basin, consider this aquifer as the shallow aquifer.","no aquifers are acknowledged (no groundwater data); shallow aquifer is acknowledged, but not considered principle for reasons like not the main pumping aquifer = no
All principal shallow aquifers are not acknowledged in ISW section (if multiple exist) = somewhat
Adequate data from shallow aquifer(s) is used in defining ISWs and all principal shallow aquifers are acknowledged= yes","principal aquifer, shallow ",Yes,"Groundwater in other aquifers is also connected to surface water but the Santa Margarita aquifer is the greatest overall contributor. The water budget in Section 2.2.6 estimates that net groundwater contributions to surface water (i.e., groundwater discharge to creeks less groundwater recharge from creeks) has historically averaged about 12,720 AFY. The Santa Margarita aquifer contributes 40%, the Butano aquifer contributes 32%, and the other formations connected to creeks contributing a combined 28% of net groundwater discharge to creeks. The Butano aquifer contributes a relatively larger amount than expected because it is intersected by numerous creeks along the Basin’s northern boundary where these interactions occur. The other formations and aquifers that discharge groundwater to creeks in the Basin, include the small portion of alluvium near Felton, the Monterey Formation, and the Lompico aquifer.",Page 2-180 / 2.2.5.6,"1. Are all shallow aquifers acknowledged in the ISW section (if multiple exist)? yes
2. Does the plan consider the shallow aquifer(s) as principal aquifer(s)? yes
",
ISW/GDE,,,Environment,2,Were data gaps identified when mapping ISWs?,"no data gaps identified when there is an obvious lack of data = no
1) Vague and/or confusing mention of lacking information 2) Mention of ISW data gaps in separate section in GSP. = somewhat
Clear description of where data gaps exist (temporally and spatially) in ISW section or Data Gaps Section following the assessment= yes","Interconnected surface water, ISW",Somewhat,"The hydrogeology of the Mount Hermon/South Scotts Valley subarea and portions of the Santa Margarita aquifer in Olympia and Quail Hollow subareas are relatively well understood because of the water supply and monitoring wells that have been drilled, logged, and monitored by SLVWD, SVWD, MHA, and through environmental remediation programs. Areas of the Basin that are  lacking these types of data are those that are outside of the jurisdiction of SLVWD, SVWD, and MHA where private domestic groundwater extraction takes place. Additionally, the deep Butano aquifer is poorly understood because it only has 2 dedicated monitoring wells. These data gaps have led to some uncertainty on how the aquifers interact with each other in parts of the Basin and respond to change in fluxes, such as recharge and groundwater extraction. The 10 new monitoring wells identified and described in Section 3.3.4 will minimize these uncertainties by filling data gaps in the Basin’s hydrogeologic conceptual model. These new monitoring wells become part of the overall monitoring network, where implementation of the GSP will ensure ongoing data collection and monitoring that will allow continued refinement and quantification of the hydrogeologic system. Section 5 includes activities to address the identified data gaps and improve the hydrogeologic conceptual model. 
&&
Up to 6 shallow monitoring wells will be constructed in 2022 to improve understanding of theinteraction of groundwater and surface water in areas lacking groundwater level data. These additional monitoring wells are described in more detail in Section 3.3.4. The reach of Mackenzie Creek that seasonally dries up is 1 of the locations where a new monitoring well andsubsurface flow gauge are to  be installed.",2-110 / 2.2.4.11 && 2-183 / 2.2.5.6,"1. Were data gaps identified? somewhat - the ISW section (2.2.5.6) did not expicitely mention data gaps but did acknowledge that there is not enough shallow wells to adequately monitor ISWs
2. Were the data gaps identifed in the ISW section? somewhat",
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were streams mapped and described as potential ISWs in the GSP? If ISWs are adequately mapped and there is no uncertainty in the ISW mapping, then select ""Not Applicable"".","no description or map of potential ISWs = no
1) partial inclusion of potential ISWs 2) only a description but no map or vice versa = somewhat
All uncertainties and data gaps are clearly described and mapped temporarily and spatially= yes","Interconnected surface water, ISW, data gap",Somewhat,,"pg 182, figure 2-72, (pdf pg 226)","1. Is there a map AND description of pISW? somewhat - there is a map (figure 2-72) that presents the percentage of connection between surface and groundwater, which is somewhat of pISW, but no clear descriptions of areas of pISWs in relation to percentage of connection/ data gaps",
ISW/GDE,,Groundwater Dependent Ecosystems (GDE),Environment,1,"Is there an inventory, map, or description of fauna (e.g., birds, fish, amphibian) and flora (e.g., plants) species or habitat types in the basin's GDEs? Please indicate in the notes if threatened and endangered species are identified in the GSP.","No description of flora and fauna in GDEs = no
1) lacking in either maps/description/inventory of flora and/or fauna 2) no mention of endandgered/threatened species= somewhat
Detailed inventory, maps, or description of flora AND fauna in GDEs. Also, Inclusion of any threatened and/or endangered species in the basin.= yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, habitat, species",Yes,,"56-57 (Table 2-9, 2-10) / 2.1.4.2.8","1. Does the plan present the flora AND fauna in the basin's GDEs? Habitat types? yes - in the GDE section (2.2.4.9), there is no clear description of of the vegetaion and fauna in the specific NC datset GDEs. But, section 2.1.4.8 the plan lists the critical species (flora and fauna) that are likely reliant on GDEs in the basin
2. Does the plan acknowledge endangered/threatened/special status species in GDEs? yes",
ISW/GDE,,,Environment,1,"Were GDEs in the basin identified (mapped) and described in the GSP using best available data (e.g., NC dataset, localized VegMap data)? Please describe which data were used in the Notes.","No map of GDEs (or wetlands, riparian veg, etc.) = no
1) Map of NC dataset polygons with NDMI but no specific GDE maps, 2) Maps of GDEs but unclear data/methods used = somewhat
GSP used NC dataset or a localized vegMap to describe and map GDEs = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, VegMap",Yes,"
Identification of GDEs in the Basin is based primarily on the database of mapping assembled by Natural Communities Commonly Associated with Groundwater dataset [https://gis.water.ca.gov/app/NCDatasetViewer/#]. This database from sources such as the National Wetland Inventory, National Hydrography Dataset, and Classification and Assessment with Landsat of Visible Ecological Groupings includes GDE indicators such as mapped springs, wetlands, and ponds, as well as vegetation types that may rely on shallow groundwater. In addition, several known springs, seeps, or other groundwater-dependent wetlands were identified as likely GDEs
",98 / 2.2.4.9,"1. Is there a map?  yes
2. Is there a description of data sources and processing?
(describe in notes) yes - it seems that the plan accepts all NC datset GDEs",
ISW/GDE,,,Environment,1,Was depth-to-groundwater data from the underlying principal aquifer used to verify the NC dataset?,"No groundwater depth data described = no
Groundwater measurements used but lack of detail in describing depth to groundwater data. Also there might be a lack of information on which aquifer the data is from. = somewhat
depth to groundwater is clearly used and description of spatial/temporal data is included = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset, depth to groundwater",Somewhat,"Findings from these studies and observations are combined with model-simulated groundwater elevations in relation to creeks and land surface to produce a map of where surface water and groundwater are connected (Figure 2-72). The map includes creek connections together with non-riparian areas where depth to groundwater is on average less than 30 feet. A depth of 30 feet is selected because it is generally accepted as being the maximum rooting depth for most plants mapped in the Natural Communities Commonly Associated with Groundwater Dataset are supported by groundwater (TNC, 2019). 

&& The GDE analysis in this GSP includes assessment of the extent of GDE indicator vegetation, groundwater elevations in shallow aquifers, and impacts of seasonal surface water and groundwater interaction or accretion. Where groundwater level data are unavailable, the groundwater model is used to identify where surface water and groundwater are likely connected.  

&& Groundwater level data for the whole model period from WY1985 through WY2018 is sourced from the database provided by SVWD and has been processed as average monthly groundwater levels for a total of 59 target wells with 5621 targets. Target wells are selected based on spatial distribution, and consistency and period of record of groundwater level measurement. Groundwater elevation targets are used to calibrate horizontal (Kx) and vertical hydraulic conductivity (Kz) and specific yield (Sy) and specific storage (Ss). There are 69 zones each for Kx and Kz and 23 zones for both Sy and Ss across all 7 layers of the model. PEST++ adjusted all parameters zones to achieve best fit to all groundwater level targets with calibration also informed by manual trial and error runs.

&& Groundwater supported wetlands in the Basin are a variety of ecologically unique systems. These include spring/seep complexes and quarry floor sites where shallow or emerging groundwater support a variety of wetland vegetation types. Additional investigation is required, but several of these sites are likely supported by local shallow perched groundwater conditions on lower permeability sedimentary deposits as opposed to being supported wholly by baseflow from the high permeability Santa Margarita aquifer.",183 / 2.2.5.6 && Page 2-98 / 2.2.4.9 && Page 28 / Appendix 2D && Page 103 / 2.2.4.9.2,"1. Is data from shallowest principal aquifer used? somewhat - No groundwater depths provided in GDE sections (2.2.4.9). The map of GDEs is detailed, but no discussion of groundwater levels in relation to the NC dataset polygons in this section. Model is said to be used to verify NC dataset which uses groundwater data, but the GDE section needs to be more detailed on which groundater well locatins are used and which dates.
2. Is there a description of the data? (spatial, temporal, proximity to GDEs?) no
",
ISW/GDE,,,Environment,2,"Did the GSP avoid using any of the following criteria when deciding whether or not to remove NC dataset polygons from the final GDE map?: 1)Presence of Surface Water, 2)Distance from agricultural fields, 3)Principal aquifer was not considered main pumping aquifer, 4)groundwater connection % of time, 5)Other?  If so, please specify in the Notes. ","GSP uses one of the above criteria (or other illogical reason) to remove a potential GDE = no
Unclear whether or not plan used these criteria . = somewhat
The GSP does not include any of these criteria to remove a NC dataset polygon = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, NC dataset",Yes,,,,
ISW/GDE,,,Environment,2,"Were multiple water year types (e.g., wet, average, dry) of groundwater level data used to characterize groundwater conditions in the GDEs? If so, please indicate which years and water year types in the Notes.","Only 1 year of data or no data used to characterize gw conditions in GDE = no
The plan lacks a description of multi-year groundwater level data and/or only post-drought or post- SGMA benchmark data is used (after 2015)  = somewhat
1. Detailed explanation of the multi-year groundwater data used and 2. groundwater data from prior to recent drought = yes","groundwater conditions, groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, depth to groundwater, depth to water",Somewhat,"
 Groundwater level data for the whole model period from WY1985 through WY2018 is sourced from the database provided by SVWD and has been processed as average monthly groundwater levels for a total of 59 target wells with 5621 targets. Target wells are selected based on spatial distribution, and consistency and period of record of groundwater level measurement. Groundwater elevation targets are used to calibrate horizontal (Kx) and vertical hydraulic conductivity (Kz) and specific yield (Sy) and specific storage (Ss). There are 69 zones each for Kx and Kz and 23 zones for both Sy and Ss across all 7 layers of the model. PEST++ adjusted all parameters zones to achieve best fit to all groundwater level targets with calibration also informed by manual trial and error runs.", Page 28 / Appendix 2D,"Note: 
water year type does not need to be explictely mentioned when groundwater data used multiple years of known wet and dry periods

The plan references that they use both groundwater well level data and model data, but do not specify which years of data are used in GDE assessment",
ISW/GDE,,,Environment,2,Were depth-to-groundwater measurements under GDEs corrected for land surface elevations?,"depth to water measurements interpolated from wells = no
Model is said to use groundwater elevations, but did not state that they corrected for land surface elevation = somewhat
It is explicit that groundwater measurements used to verify GDEs are correct for land surface elevation = yes","DEM, digital elevation model, land surface elevation, depth to groundwater, GDE, groundwater dependent ecosystem",Somewhat,Groundwater elevation targets are used to calibrate horizontal (Kx) and vertical hydraulic conductivity (Kz) and specific yield (Sy) and specific storage (Ss). There are 69 zones each for Kx and Kz and 23 zones for both Sy and Ss across all 7 layers of the model. PEST++ adjusted all parameters zones to achieve best fit to all groundwater level targets with calibration also informed by manual trial and error runs.,Page 28 / Appendix 2D,1. Was a digital elevation model (DEM) or Lidar data used to correct for land surface elevation? somewhat - unknown - They use integrated GW surface level model in appendix they account for GW elevation in calibration,
ISW/GDE,,,Environment,2,Were data gaps identified when mapping GDEs?,"No data gaps identified when there likely should be = no
Vague description of a lack of data or data gaps mentioned in other section of GSP = somewhat
Clear description of data gaps (spatial and temporal) in text and/or mapped = yes","groundwater dependent ecosystem, groundwater-dependent ecosystem, GDE, data gap, shallow monitoring well, shallow aquifer",Somewhat,"Impacts to GDEs within the Basin have yet to be identified. The groundwater model shows a Basin-wide reduction in streamflow from pumping, but without GDE monitoring data, a quantifiable correlation has yet to be established.

GDE data collected per the monitoring plan in Section 3 is anticipated to provide the necessary data to establish whether there is a connection between groundwater conditions and the abundance of GDE habitat and priority species.",47 / 2.1.3.4.9,"1. Were data gaps identified? somewhat - no explicit mention of data gaps but acknolwedgement that there no GDE monitoring data
2. Were the data gaps identifed in the GDE section? somewhat",Changed from yes to somewhat because data gaps were not explictely identifed. Also GDE sections are all different.
ISW/GDE,,,Environment,2,"In the case of data gaps and uncertainty, were potential GDEs mapped and described in the GSP?","Potential GDEs are not mapped or described in plan  = no
Vague description of potential GDEs and/or no map; wrong methods for assuming non-GDEs = somewhat
Potential GDEs are clearly acknowledged and mapped. = yes","potential groundwater dependent ecosystem, potential GDE, potential groundwater-dependent ecosystem, data gap",No,,,1. Is there a map AND description of pGDEs? no - only map of GDEs are the NC dataset GDEs. No information if the GDEs were included or removed. Assumed all were accepted. No mention of pGDEs,
CC/Other,,Water Budget,Ecosystems,1,"Does the GSP include water demands for native vegetation in the historic, current, and projected water budgets?","No: No mention of evapotranspiration for the water budget
Somewhat: Numerical models that include different land cover classes in evapotranspiration 
Yes: Riparian Evapotranspiration separated out in the water budget charts or tables ","water budget, native vegetation, phreatophyte",Somewhat,"Table 2-21 Precipitation Budget Components Data Sources and Uncertainty: Outflows: Evapotranspiration: ""Calculated using the Blaney-Criddle (1962) method with adjusted factors from the Santa Cruz Water Balance Model. Temperature was sourced by PRISM for the historical and the Four-model Ensemble for future predictions. This is discussed in more detail in Appendix 2D: Section 5.1.3.""","Table 2-21, 2-188","1. Is the water budget made with a spreadsheet model or numerical model? Numerical
2. Is there a line for Native Veg ET in the water budget? No
",
CC/Other,,,Ecosystems,1,"Does the GSP include water demands for managed wetlands in the historic, current, and projected water budgets?","No: No line item or description of managed wetlands’ water demands in water budgets even if wetlands are discussed in other areas of GSP. No mention of managed wetlands in GSP.  
Somewhat: Managed wetlands are part of the numerical model or spreadsheet model assumptions but not included as a separate line item
Yes: Separate line item for managed wetlands in water budgets","water budget, managed wetlands",Not Applicable,,,"1. Is the water budget made with a spreadsheet model or numerical model?
2. Is there a line for Managed Wetlands in the water budget?
",
