Coding Sections,GSP Plan Element,,Topic,Level,Criteria,Spectrum,Key Search Terms,Answer,Relevant Text from GSP,GSP Page / Section,Notes
Stakeholder,PLAN AREA,,DACs,1,"Does the GSP document how DAC stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to DACs, no reference to stakeholder engagement during development 
somewhat=  no specific reference to DAC engagement but lists DAC as a stakeholder, provides stakeholder engagement details 
Yes= references DACs and how they were engaged specifically during development beyond informing DACs
","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"Lassen and Modoc counties are fulfilling their unfunded, mandated roles as Groundwater Sustainability Agencies (GSAs) to develop this Groundwater Sustainability Plan (GSP) after exhausting its administrative challenges to the California Department of Water Resources’ (DWR’s) determination that Big Valley qualifies as a medium-priority basin. Both counties are disadvantaged, have declining populations, and have no ability to cover the costs of GSP development and implementation.

&&

These disadvantaged communities are on the losing end of the digital divide.While the GSAs made every attempt to conduct BVAC meetings with the ability for remote public participation, there were still major logistical and technical challenges both with conducting such meetings and members of the public participating. Those participants that had internet connectivity frequently could not hear or understand the dialogue in the Big Valley community venues and could not interact in the most effective way. However, the GSAs made the best of the circumstances and addressed all comments provided through the various means. The GSAs recognized the obstacles presented by the COVID pandemic early in the efforts to develop a GSP and were proactive in reaching out to both the Governor and Legislature to identify potential solutions. The Governor severely restricted public meetings (and initially did not allow public meetings at all) because of the pandemic. Obviously, this made the GSAs’ efforts to develop a GSP with constructive input from the public extremely difficult since, as outlined above, there is limited internet connectivity to conduct meetings remotely. Further, the limited GSA staff and technology was challenged to offer meetings remotely.

&&

11.5.2 Website and Communication Portal
A website was deployed for GSP development to facilitate communication and track the communication in a database. The website is meant to enhance, not replace outreach efforts. Tools of the website allowed the GSAs to communicate with interested parties. These tools include the following:
 Calendar. The website includes a calendar with meeting dates, locations, times and documents such as meeting agendas, meeting minutes, presentations and BVAC packets.
 Interested Parties List. The website allows users to add themselves to the interested parties list and to select whether they wish to receive communication through email or physical mail.
 Documents. In addition to the meeting documents mentioned above, the website has a general documents page where the GSAs posted GSP chapters, scientific references and other supported documents related to GSP development.
 E-Blast. E-mails are sent to interested parties using the e-blast tool. E-blasts help to notify interested parties with email addresses to receive information about GSP development progress, upcoming meetings and new information or documents available.
 Public Comment. GSP chapters posted on the website are available for public comment during comment periods throughout GSP development. A web form is available for anyone to submit comments on documents open for comment. The form allows the user to comment by page and line number for GSA review and response. The website address is included on printed materials and announced at public meetings.
11.5.3 Community Flyers Physical copies of flyers announcing upcoming public meetings are posted in high-traffic locations such as community centers, public buildings, local markets and post offices.
11.5.4 Newspaper  All public meetings, including BVAC meetings, are announced in the Lassen County Times, the Modoc Record, The Intermountain News and the Mountain Echo.
11.5.5 Social Media Information about GSP development and meeting announcements have been, and will continue to be, made available through social media. UC Cooperative Extension in Modoc County hosts the Devil’s Garden Research and Education Facebook page, as well as a website with the same name. Through their Facebook page,79 events are publicized and shared with other connected pages in the area to reach a wider stakeholder base. This platform also enables workshops and other events to be shared through live video and recordings. Recently, a blog detailing stakeholder engagement in Big Valley was published to the website.
11.5.6 Brochure In 2021, the GSAs transitioned from the background and scientific portions of the GSP (Chapters 1-6, including Basin Setting and Water Budget) to the policy and decision-making portions of the GSP (Chapters 7-9, Sustainable Management Criteria, Monitoring Networks and Projects and Management Actions). To facilitate engagement of people who may have been coming into the process at that time, a four-page informational brochure was developed, summarizing Chapters 1 through 6. This brochure was distributed on the website, through email and at public meetings. The brochure is included as Appendix 11D.
3115.7 Big Valley Advisory Committee The GSAs established the BVAC through an MOU to advise both Lassen and Modoc counties on GSP
preparation. The goals of the BVAC, as stated in the MOU (Appendix 1C), include the following:
 Advise the two GSAs on the preparation of a GSP
 Provide a forum for the public to comment during the preparation of the GSP
 provide recommendations to the two GSAs that would result in actions which have as minimal impact as
possible on the residents of Big Valley
 Advise the two GSAs on the preparation of a GSP to produce the lowest possible future costs to the
residents of Big Valley
 Ensure local control of the BVGB be maintained by the two GSAs
Prepare a product that is acceptable to the GSA Boards for approval. Membership of the BVAC is composed of:
 one member of the Lassen County Board of Supervisors selected by said Board.
one alternate member of the Lassen County Board of Supervisors selected by said Board.
 one member of the Modoc County Board of Supervisors selected by said Board.
 one alternate member of the Modoc County Board of Supervisors selected by said Board.
 two public members selected by the Lassen County Board of Supervisors. Said members must either reside or own property within the Lassen County portion of the BVGB.
 two public members selected by the Modoc County Board of Supervisors. Said members must either
reside or own property within the Modoc County portion of the BVGB.The BVAC operates in compliance with the Ralph M. Brown Act (Brown Act). BVAC meetings are noticed and
agendas posted according to the Brown Act. BVAC meetings are open to the public and public comment is
allowed as much as possible given COVID pandemic restrictions.","ES-1
Chapter 11: Page 11-2, 11-4, 11-5, 11-6","1. DAC's identified? (yes/no): Lassen and Modoc counties have been identified as DACs. 
2. If yes, which level of engagment: Engagement=Inform, intention to consult, and involve
3. Evidence/strategies listed for level of engagement:

Lassen and Modoc counties have ben identified as DACs. The GSA makes it clear that lack of funding within the basin has been a challenge to developing the GSP and ensuring stakeholder engagement during COVID-19. With most of the basin being identified as DACs, the GSP ackowledges the challenges of conducting meetings during a pandemic and one of those challenges was virtual meetings with little to no access to stable internet connections and computer devices. "
Stakeholder,,,Tribes,1,"Does the GSP document how tribal stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No = no reference to Tribes , no reference of stakeholder engagement opportunities
Somewhat= No specific Tribe engagement described, lists Tribes as stakeholders, includes stakeholder engagement details
Yes = reference to Tribes in the Basin, documents targetted engagment opportunities for Tribal stakeholders beyond informing","Tribal, tribe, stakeholder, beneficial user",Yes,"Outreach with the Pit River Tribe was performed, and tribal contacts were added to the interested parties list when it was first developed in February 2016. Therefore, tribal contacts have received all notifications of GSP development activity. Applications to become members of the BVAC were sent to the tribes. In addition, the Modoc County Groundwater Resources Advisory Committee, a committee of the Modoc County Board and a forum for obtaining updates about GSP development, has a tribal position. Numerous contacts between Modoc County staff and tribal contacts have occurred during GSP development. A list of outreach activities with tribal contacts is included in Appendix 11C.

&&

11.5.2 Website and Communication Portal
A website was deployed for GSP development to facilitate communication and track the communication in a database. The website is meant to enhance, not replace outreach efforts. Tools of the website allowed the GSAs to communicate with interested parties. These tools include the following:
 Calendar. The website includes a calendar with meeting dates, locations, times and documents such as meeting agendas, meeting minutes, presentations and BVAC packets.
 Interested Parties List. The website allows users to add themselves to the interested parties list and to select whether they wish to receive communication through email or physical mail.
 Documents. In addition to the meeting documents mentioned above, the website has a general documents page where the GSAs posted GSP chapters, scientific references and other supported documents related to GSP development.
 E-Blast. E-mails are sent to interested parties using the e-blast tool. E-blasts help to notify interested parties with email addresses to receive information about GSP development progress, upcoming meetings and new information or documents available.
 Public Comment. GSP chapters posted on the website are available for public comment during comment periods throughout GSP development. A web form is available for anyone to submit comments on documents open for comment. The form allows the user to comment by page and line number for GSA review and response. The website address is included on printed materials and announced at public meetings.
11.5.3 Community Flyers Physical copies of flyers announcing upcoming public meetings are posted in high-traffic locations such as community centers, public buildings, local markets and post offices.
11.5.4 Newspaper  All public meetings, including BVAC meetings, are announced in the Lassen County Times, the Modoc Record, The Intermountain News and the Mountain Echo.
11.5.5 Social Media Information about GSP development and meeting announcements have been, and will continue to be, made available through social media. UC Cooperative Extension in Modoc County hosts the Devil’s Garden Research and Education Facebook page, as well as a website with the same name. Through their Facebook page,79 events are publicized and shared with other connected pages in the area to reach a wider stakeholder base. This platform also enables workshops and other events to be shared through live video and recordings. Recently, a blog detailing stakeholder engagement in Big Valley was published to the website.
11.5.6 Brochure In 2021, the GSAs transitioned from the background and scientific portions of the GSP (Chapters 1-6, including Basin Setting and Water Budget) to the policy and decision-making portions of the GSP (Chapters 7-9, Sustainable Management Criteria, Monitoring Networks and Projects and Management Actions). To facilitate engagement of people who may have been coming into the process at that time, a four-page informational brochure was developed, summarizing Chapters 1 through 6. This brochure was distributed on the website, through email and at public meetings. The brochure is included as Appendix 11D.
3115.7 Big Valley Advisory Committee The GSAs established the BVAC through an MOU to advise both Lassen and Modoc counties on GSP
preparation. The goals of the BVAC, as stated in the MOU (Appendix 1C), include the following:
 Advise the two GSAs on the preparation of a GSP
 Provide a forum for the public to comment during the preparation of the GSP
 provide recommendations to the two GSAs that would result in actions which have as minimal impact as
possible on the residents of Big Valley
 Advise the two GSAs on the preparation of a GSP to produce the lowest possible future costs to the
residents of Big Valley
 Ensure local control of the BVGB be maintained by the two GSAs
Prepare a product that is acceptable to the GSA Boards for approval. Membership of the BVAC is composed of:
 one member of the Lassen County Board of Supervisors selected by said Board.
one alternate member of the Lassen County Board of Supervisors selected by said Board.
 one member of the Modoc County Board of Supervisors selected by said Board.
 one alternate member of the Modoc County Board of Supervisors selected by said Board.
 two public members selected by the Lassen County Board of Supervisors. Said members must either reside or own property within the Lassen County portion of the BVGB.
 two public members selected by the Modoc County Board of Supervisors. Said members must either
reside or own property within the Modoc County portion of the BVGB.The BVAC operates in compliance with the Ralph M. Brown Act (Brown Act). BVAC meetings are noticed and
agendas posted according to the Brown Act. BVAC meetings are open to the public and public comment is
allowed as much as possible given COVID pandemic restrictions.","Chapter 22: Page 11-4, 11-5, 11-6","1. Tribes identified? (yes/no): YES, Pit River Tribe was identified
2. If yes, which level of engagment: Engagement= Inform, Consult
3. Evidence/strategies listed for level of engagement:

GSP has invited the Pit River Tribe to the advisory committee on the Modoc County GSA which there is a present tribal position. "
Stakeholder,,,Ecosystems,1,"Does the GSP document how environmental stakeholders were given opportunities to engage in the GSP development process? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement. ","No= does not identify environmental stakeholders or documents engagement opportunies for stakeholders
Somewhat= identifies environmental users as stakeholders but does not include targetted engagement opportunities for them. Only provides details on engagement opportunities for ALL stakeholders listed. 
Yes= identifies environmental users as stakeholders, includes targetted engagement opportunities for them beyond informing them","environment, stakeholder, environmental beneficial user",Somewhat,"The following is an initial list of interested parties that were contacted during GSA formation and GSP development:
 Agricultural users
 Domestic well owners
 Public water systems
 CDFW
 Surface water user groups (including BVWUA and the Roberts Reservoir group)
 Lassen-Modoc County Flood Control and Water Conservation District
 Modoc County Groundwater Resources Advisory Committee
 Federal agencies (including the Forest Service and BLM)
 Tribes (including the Pit River Tribe)
 DWR
 North Cal-Neva



&&

11.5.2 Website and Communication Portal
A website was deployed for GSP development to facilitate communication and track the communication in a database. The website is meant to enhance, not replace outreach efforts. Tools of the website allowed the GSAs to communicate with interested parties. These tools include the following:
 Calendar. The website includes a calendar with meeting dates, locations, times and documents such as meeting agendas, meeting minutes, presentations and BVAC packets.
 Interested Parties List. The website allows users to add themselves to the interested parties list and to select whether they wish to receive communication through email or physical mail.
 Documents. In addition to the meeting documents mentioned above, the website has a general documents page where the GSAs posted GSP chapters, scientific references and other supported documents related to GSP development.
 E-Blast. E-mails are sent to interested parties using the e-blast tool. E-blasts help to notify interested parties with email addresses to receive information about GSP development progress, upcoming meetings and new information or documents available.
 Public Comment. GSP chapters posted on the website are available for public comment during comment periods throughout GSP development. A web form is available for anyone to submit comments on documents open for comment. The form allows the user to comment by page and line number for GSA review and response. The website address is included on printed materials and announced at public meetings.
11.5.3 Community Flyers Physical copies of flyers announcing upcoming public meetings are posted in high-traffic locations such as community centers, public buildings, local markets and post offices.
11.5.4 Newspaper  All public meetings, including BVAC meetings, are announced in the Lassen County Times, the Modoc Record, The Intermountain News and the Mountain Echo.
11.5.5 Social Media Information about GSP development and meeting announcements have been, and will continue to be, made available through social media. UC Cooperative Extension in Modoc County hosts the Devil’s Garden Research and Education Facebook page, as well as a website with the same name. Through their Facebook page,79 events are publicized and shared with other connected pages in the area to reach a wider stakeholder base. This platform also enables workshops and other events to be shared through live video and recordings. Recently, a blog detailing stakeholder engagement in Big Valley was published to the website.
11.5.6 Brochure In 2021, the GSAs transitioned from the background and scientific portions of the GSP (Chapters 1-6, including Basin Setting and Water Budget) to the policy and decision-making portions of the GSP (Chapters 7-9, Sustainable Management Criteria, Monitoring Networks and Projects and Management Actions). To facilitate engagement of people who may have been coming into the process at that time, a four-page informational brochure was developed, summarizing Chapters 1 through 6. This brochure was distributed on the website, through email and at public meetings. The brochure is included as Appendix 11D.
3115.7 Big Valley Advisory Committee The GSAs established the BVAC through an MOU to advise both Lassen and Modoc counties on GSP
preparation. The goals of the BVAC, as stated in the MOU (Appendix 1C), include the following:
 Advise the two GSAs on the preparation of a GSP
 Provide a forum for the public to comment during the preparation of the GSP
 provide recommendations to the two GSAs that would result in actions which have as minimal impact as
possible on the residents of Big Valley
 Advise the two GSAs on the preparation of a GSP to produce the lowest possible future costs to the
residents of Big Valley
 Ensure local control of the BVGB be maintained by the two GSAs
Prepare a product that is acceptable to the GSA Boards for approval. Membership of the BVAC is composed of:
 one member of the Lassen County Board of Supervisors selected by said Board.
one alternate member of the Lassen County Board of Supervisors selected by said Board.
 one member of the Modoc County Board of Supervisors selected by said Board.
 one alternate member of the Modoc County Board of Supervisors selected by said Board.
 two public members selected by the Lassen County Board of Supervisors. Said members must either reside or own property within the Lassen County portion of the BVGB.
 two public members selected by the Modoc County Board of Supervisors. Said members must either
reside or own property within the Modoc County portion of the BVGB.The BVAC operates in compliance with the Ralph M. Brown Act (Brown Act). BVAC meetings are noticed and
agendas posted according to the Brown Act. BVAC meetings are open to the public and public comment is
allowed as much as possible given COVID pandemic restrictions.","Chapter 11 Page 11-4
Page 11-5, 11-6","
1. Environmental Stakeholders identified? North Cal-Neva was listed as an identified stakeholder. After looking North Cal-Neva it seems to be a conservation non-profit. 
2. Which level of engagment: Inform, Consult
3. Evidence/strategies listed for level of engagement:

North Cal-Neva was identified and after further research might be a conservation organization within the basin. No further details are provided about their involvement with GSP development. More information is needed, whether there are more environmental stakeholders and if they are represneted on the GSA Advisory Committee. "
Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"11.8 Communication and Engagement During Plan Implementation
The BVAC was established by the GSAs for the specific purpose of advising during development of the GSP and providing a product that is acceptable to the GSA Boards for approval. The MOU establishing the BVAC therefore expires after the GSP is adopted by the GSAs and submitted to DWR. The C&E during Plan implementation will then shift to the GSA Boards who will continue to inform the public about Plan progress and status of projects and management actions as required by §354.10(d)(4) of the Regulations. This ongoing C&E will be performed through the forum of meetings of the County Boards of Supervisors where GSA staff will give regular reports to the Boards and the public along with annual reports to be submitted to DWR as required by GSP Regulations. Communication to stakeholders on the interested parties list will continue to occur via email and physical mail. Development of annual reports and coordination and implementation of projects and management actions will require significant effort from GSA staff. The GSAs are considering the development of an MOU to clearly define roles, responsibilities and costs of each GSA.",Chapter 11 Page 11-8,"1. Documents outreach plans to stakeholders? (yes/no) Yes
2. List specific outreach methods for DACs?  ( yes/no) NO
3. What level of outreach engagement? 

GSP outlines continued outreach would be in the form of email and physcial mail for infomation on upcoming meetings. "
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Somewhat,"11.8 Communication and Engagement During Plan Implementation
The BVAC was established by the GSAs for the specific purpose of advising during development of the GSP and providing a product that is acceptable to the GSA Boards for approval. The MOU establishing the BVAC therefore expires after the GSP is adopted by the GSAs and submitted to DWR. The C&E during Plan implementation will then shift to the GSA Boards who will continue to inform the public about Plan progress and status of projects and management actions as required by §354.10(d)(4) of the Regulations. This ongoing C&E will be performed through the forum of meetings of the County Boards of Supervisors where GSA staff will give regular reports to the Boards and the public along with annual reports to be submitted to DWR as required by GSP Regulations. Communication to stakeholders on the interested parties list will continue to occur via email and physical mail. Development of annual reports and coordination and implementation of projects and management actions will require significant effort from GSA staff. The GSAs are considering the development of an MOU to clearly define roles, responsibilities and costs of each GSA.",Chapter 11 Page 11-8,"1. Documents outreach plans to stakeholders? (yes/no) Yes
2. List specific outreach methods for Tribes?  (yes/no)
3. What level of outreach engagement? 

GSP outlines that continued outreach will be in the form of emails about future meetings for Board as well as the BVAC which tribes were invited to particpiate in but at the moment no information is provided if they are participating in or not. More information is needed. "
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",Somewhat,"11.8 Communication and Engagement During Plan Implementation
The BVAC was established by the GSAs for the specific purpose of advising during development of the GSP and providing a product that is acceptable to the GSA Boards for approval. The MOU establishing the BVAC therefore expires after the GSP is adopted by the GSAs and submitted to DWR. The C&E during Plan implementation will then shift to the GSA Boards who will continue to inform the public about Plan progress and status of projects and management actions as required by §354.10(d)(4) of the Regulations. This ongoing C&E will be performed through the forum of meetings of the County Boards of Supervisors where GSA staff will give regular reports to the Boards and the public along with annual reports to be submitted to DWR as required by GSP Regulations. Communication to stakeholders on the interested parties list will continue to occur via email and physical mail. Development of annual reports and coordination and implementation of projects and management actions will require significant effort from GSA staff. The GSAs are considering the development of an MOU to clearly define roles, responsibilities and costs of each GSA.",Chapter 11 Page 11-8,"1. Documents outreach plans to stakeholders? (yes/no) Yes
2. List specific outreach methods for Environmental stakeholders?  (yes/no)
3. What level of outreach engagement? 

GSP outlines continued outreach would be in the form of email and physcial mail for infomation on upcoming meetings."
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,,Chapter 11: Page 11-1,"Chpter 11 focuses on Stakeholder Communication & Engagement

Title: 11. Notice and Communication"
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",Somewhat,"Lassen and Modoc counties are fulfilling their unfunded, mandated roles as Groundwater Sustainability Agencies (GSAs) to develop this Groundwater Sustainability Plan (GSP) after exhausting its administrative challenges to the California Department of Water Resources’ (DWR’s) determination that Big Valley qualifies as a medium-priority basin. Both counties are disadvantaged, have declining populations, and have no ability to cover the costs of GSP development and implementation.","Executive Summary, ES-1","1. Location on the map? (yes/no) NO
2. Identified by name? (yes/no) YES, Identified as Modoc and Lassen County
3. DAC places, tracks, or block data used in map?

Although GSP has identified Modoc and Lassen County as DACs,  a map should be included identifying DAC  block, tracts, or places. The GSP currently does not include a map explicitly identifying DACs within the basin. "
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Yes,"3.2.3 Tribal Jurisdictions
The U.S. Bureau of Indian Affairs (BIA) Land Area Representations database identifies one tribal property in the BVGB (BIA 2020a). Lookout Rancheria, shown on Figure 3-2, is associated with the Pit River Tribe. There are other “public domain allotments” or lands held in trust for the exclusive use of individual tribal members within the Basin not shown (BIA 2020b).","Chpater 3: Page 3-3
Chapter 3: Figure 3-2 on Page 3-4","1. Tribal lands identified? (yes/no) Yes, Lokout Rancheria (associated with Pit River Tribe)
2. Tribal lands mapped? (yes/no) Yes, Figure 3-2 maps Lookout Rancheria and Tribal Land Trusts
"
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",Somewhat,"The Big Valley Basin has a population of 1,046 residents and a projected slow growth of 1,086 by 2030. (DWR 2021a). The largest town (unincorporated community) within the Basin is Adin, California, which had a population of 272 residents according to the 2010 Census (USCB 2021). Located in Modoc County, Adin had a 2.43 percent decline in population from 2017 to 2018. Both Modoc and Lassen are experiencing a decline in population county-wide (USCB 2021).",Chapter 1: Page 1-3,"1. Does the GSP document the size of the population for each DAC?

GSP includes popuation size for Modoc County which has been identified as a DAC. The GSP should make an explicit mention of DAC population in Modoc County and throughout the basin,
"
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,,,"1. Does the map include depth by location?
Map does not include well depth by location. "
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,Yes,"Figure 3-7 shows that domestic wells are in 74 of the 180 sections (including partial sections) that comprise the BVGB. The density varies from 0 to 18 wells per square mile with a median value of two wells per section and an average of three wells per section. The highest densities of domestic wells are located near Adin, Bieber and Lookout. There are also sections east of Lookout and south of Adin which have high densities. In addition, 22 wells are present in the four sections around the town of Nubieber. Virtually all the domestic wells in Bieber are no longer used since the community water system was developed (Hutchinson 2020-2021).","Chapter 3: Figure 3-7 (Page 3-15)
Page 3-14","1. How are domestic wells mapped (density/point/none)?
Domestic wells are mapped using a density map."
