Stakeholder,,,DACs,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to DACs during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not document implementation outreach for stakeholders, does not identify DACs as stakeholders(when they are present)
Somewhat= Identifies DACs as stakeholders, outlines outreach to stakeholders (not DAC-specific)
Yes=Identifies DACs as stakeholders, includes DAC-specific outreach (beyond informing)","Disadvantaged Communit*, DAC, stakeholder, beneficial user",Somewhat,"Development and implementation of this GSP has and will continue to consider the interests of all beneficial uses and users of groundwater, including agricultural water users, municipal water Public Review Draft Butte Subbasin  users, disadvantaged communities (DACs), interconnected surface water (ISW) habitats, groundwater dependent ecosystems (GDEs), and other stakeholders.  Implementation of this GSP will support all goals for the protection of natural resources and DACs, including those established in the plans above, consistent with SGMA and GSP  regulations.

&&

Implementing the GSP will begin at the end of January 2022. Implementation will involve advancing projects, addressing data gaps, monitoring, and developing additional needed projects as part of adaptive management. The GSAs will need to prepare annual reports and five‐year updates to demonstrate progress toward sustainability. Public outreach will inform each of these activities.","2-5
Appendix 2.A. / 4","1. Documents outreach plans to stakeholders? (yes/no) Somewhat
2. List specific outreach methods for DACs?  ( yes/no) NO
3. What level of outreach engagement? 

GSP includes general language of outreach methods during implementation but does not go into detail about what this outreach would look like excpet that it will be a continuation of outreach during development. "
Stakeholder,,,Tribes,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to tribes during GSP implementation? If so, please describe the level of engagement (e.g., whether stakeholders were on an advisory committee, GSA board, working group) in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No= does not identify Tribes as stakeholder (when present or ackowledged within the basin), does not outline outreach methods
Somewhat= might/might not identify Tribes as stakeholder, or reference to Tribal members present in basin but have not Tribe-specific outreach outlined, only general stakeholder outreach 
Yes= Identifies Tribes as stakeholders, includes outreach specific for Tribal stakehodlers explicitly (beyond informing)","Tribal, tribe, stakeholder, beneficial user",Not Applicable,,"2-5 
Appendix 2.A. / 4","1. Documents outreach plans to stakeholders? (yes/no). 
2. List specific outreach methods for Tribes?  (yes/no)
3. What level of outreach engagement? "
Stakeholder,,,Ecosystems,2,"Does the Stakeholder Communication and Engagement Plan or GSP include outreach to environmental stakeholders during GSP implementation? If so, please describe the level of engagement in the Notes. Answer according to level of engagement: Yes = Involve, Collaborate, Empower; Somewhat = Inform and Consult; No = No mention of engagement.","No=does not identify environmental users as stakeholders, does not outline outreach methods 
Somewhat=identifies environmental stakeholders, outlines only general stakeholder outreach, not specific to environmental stakeholders
Yes=Identifies environmental stakeholders, includes outreach material for env stakeholders specifically beyond informing","environment, stakeholder, environmental beneficial user",Somewhat,"Development and implementation of this GSP has and will continue to consider the interests of all beneficial uses and users of groundwater, including agricultural water users, municipal water Public Review Draft Butte Subbasin  users, disadvantaged communities (DACs), interconnected surface water (ISW) habitats, groundwater dependent ecosystems (GDEs), and other stakeholders.  Implementation of this GSP will support all goals for the protection of natural resources and DACs, including those established in the plans above, consistent with SGMA and GSP  regulations.

&&

Implementing the GSP will begin at the end of January 2022. Implementation will involve advancing projects, addressing data gaps, monitoring, and developing additional needed projects as part of adaptive management. The GSAs will need to prepare annual reports and five‐year updates to demonstrate progress toward sustainability. Public outreach will inform each of these activities.","2-5 
Appendix 2.A. / 4","1. Documents outreach plans to stakeholders? (yes/no) 
2. List specific outreach methods for Environmental stakeholders?  (yes/no)
3. What level of outreach engagement? 

GSP includes general language of outreach methods during implementation but does not go into detail about what this outreach would look like excpet that it will be a continuation of outreach during development."
Stakeholder,,,All,2,Does the GSP include a Stakeholder Communication and Engagement Plan?,"No= does not include a C&E plan
Yes= includes specific section in GSP  dedicated to Stakeholder C&E
","Stakeholder community and engagement plan, beneficial user",Yes,2.A. Notice and Communication 2.A.a. Butte Subbasin Stakeholders Communication and Engagement Plan 2.A.b. Butte Subbasin Comments and Responses (Reg. § 354.10) 2.A.c. Butte Subbasin GSP Development Notices,"2A.1
Appendix 2.A.",Appendix 2.A serves as the Communications & Engagement Plan for the basin. 
Stakeholder,,,DACs,1,Does the GSP identify each DAC by name and location on a map? ,"No= does not identify DACs by name, does not identify DAC locations on a map
Somewhat=identifies DAC location on a map or DAC by name (one or the other, not both)
Yes=Identifies DAC location on a map and identifies them by name(re: DAC name-- in text or map))","Disadvantaged Communit*, DAC",No,,,"1. Location on the map? (yes/no)
2. Identified by name? (yes/no)
3. DAC places, tracks, or block data used in map?

It is important to note that Section 5.A.2 (Analysis of Disadvantaged Communities in the Plan Area) is included in the appendices but is currently in development and is set to be included with the final GSP. The information on DACs for this question might be located in this section of the GSP. "
Stakeholder,,,Tribes,1,Are tribal lands identified and mapped in the basin?,"No=does not identify Tribal lands on a map, or references in the text
Somewhat=Tribal lands are identified in text but not mapped OR Tribal lands are mapped but not identified in text
Yes=Tribal lands are identified in text and mapped","tribal, tribe",Not Applicable,,,"1. Tribal lands identified? (yes/no)
2. Tribal lands mapped? (yes/no)
"
Stakeholder,,,DACs,2,Does the GSP describe the size of the population in each DAC?,"No=no reference to DAC population
Somewhat= Includes a population map and references DAC seperately
Yes= DAC population is explicitly mentioned or mapped","Disadvantaged Communit*, DAC, population",No,,,"1. Does the GSP document the size of the population for each DAC?
NO mention of DAC population. "
Stakeholder,,,DACs,2,"Does the GSP map minimum well depth, or depth range, of domestic wells?","No= no map and no reference of well depth, depth range of domestic wells in text; 
Map of domestic wells (point or density map of DOMESTIC wells) but no depth details in map or text
Somewhat= no map but range of depths and reference to number of domestic wells
Yes= map with DOMESTIC depths (density points or data, either in text or in map)",domestic well,No,,,"1. Does the map include depth by location?

Map does not incldude depth by location. "
Stakeholder,,,DACs,2,Does the GSP map the density of domestic wells in the basin?,"No= no map of domestic wells, reference of domestic well density in text but no map provided, or no reference at all 
Yes= density map of Domestic wells
 ",domestic well,No,Table 4-2 and Figure 4-2 were prepared by the DWR on the basis of analysis of information in the Well Completion Report database on file at the DWR. The accuracy of the well-location information varies according to the source of the particular data. Although most locations are correct to within 1 mile (300 feet for monitoring wells) some Well Completion Report data may be in error by up to several miles.,Figure 4-2 (Page 4-6),"1. How are domestic wells mapped (density/point/none)?
Domestic wells are not mapped seperately, instead all wells are mapped in a single map and are not distingushed from one another. There is no way outlined to identify domestic wells within the basin. A. point map was used to map all wells. "
WQ,,,All,NA,"In the Basin Setting (Groundwater Conditions - Water Quality) section of the GSP, are water quality contaminants or constituents of concern (e.g., Nitrates; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water (TDS; salts)) identified and mapped (distribution or contaminant plumes) within the plan area? In the Notes, please specify which contaminants or constituents of concern are present in the basin, and whether (distribution or contaminent plume) maps and trends were provided for each. Answer Yes =  contaminants are identified, mapped, and spatial trends described in the text; Somewhat = contaminants are identified and/or mapped, but not all spatial trends of contaminants are provided; No = No contaminants are / are not identified and mapped, and no spatial trends of contaminants are provided.","no = no water quality evaluation, no mapping spatially or description of temporal trends 
somewhat = Only come COCs mapped/trends describe, don't mention data for non-COCs
 yes = COC's have been clearly stated, mapped and temporal trends described, reason for high COC's have been stated","Nitrate; Arsenic, Uranium; DBCP; 1,2,3-TCP; Chromium-6; Perchlorate; Particulate Organic Carbon (POC); Brackish water; constituents of concern (COC); water quality; Contaminants",No,"2.2.1.9.5 Characterize recharge source with general water quality It would be useful to conduct general mineral analysis on groundwater samples to evaluate  whether elevated electrical conductivity (EC) values observed are due to irrigation influences (e.g. elevated nitrate, calcium, sulfate) or due to geologic formation characteristics (e.g. elevated sodium, chloride, and boron) or other influences.&&&
Assessment of groundwater quality in the Butte Subbasin focuses on annual observation of salinity (which will be observed through monitoring of electrical conductivity or EC), temperature, and pH in the principal aquifers. Each of these parameters is influenced by ambient conditions and the parent material of the principal aquifers. Total Dissolved Solids (TDS) and pH are also influenced by human activity. While only salinity will be used to monitor attainment of MOs and avoidance of breaches in MTs, changes in pH and temperature may indicate shifting groundwater conditions and trigger additional investigation. The groundwater quality monitoring network implemented for representative monitoring under SGMA will build upon existing programs in place. Additional monitoring will continue to be conducted by DWR and other agencies to track constituents not managed under this GSP, including a variety of minerals, metals, pesticides and herbicides. Data from ongoing monitoring by various state and federal agencies will be available to the GSAs to augment local datasets and understanding of water quality in the Butte Subbasin and can be found on the State Board’s Groundwater Ambient Monitoring and Assessment (GAMA) program at https://www.waterboards.ca.gov/gama/.
Nine sites are included in the groundwater quality monitoring network based on use in existing monitoring programs, the existing period of record, the quality of data reported and subject to permission of the well owner to monitor the well. Water quality monitoring in the Butte Subbasin has historically been conducted by Butte and Glenn Counties during the summer.
","Page 2-21 / 2.2.1.9.5
Page 3-11 / 3.4.1
Table 3-3
Figure 3--3","1. Are all concerning constituents identified as COC's, Yes/No -->which ones? No, they mention EC, pH, and TDS but not clear if these are COC's or not.
2. Are the COC's mapped? No
3. Is there spatial trend data for all COC's? No
4. Are constitues which are not of concern identified?
5. Is there a data gap/ Or not enough data related COC's?


"
WQ,,,DACs,2,Does the GSP identify the water source for DACs?,"No= no mention fo DACs and their source
Somewhat= general reference to DACs, and general source reference
Yes=Explicit naming of DAC & Source","Disadvantaged Community*, DAC",No,,,No mention of water sources for DACs. 
ISW/GDE,BASIN SETTING,Interconnected Surface Waters (ISW),Environment,1,"Are gaining and losing reaches adequately assessed spatially and temporally (e.g., groundwater levels (from proximate wells to streams and sufficient density of wells along streams) compared with stream elevation; numerical modelling)? If so, please describe the approach used in the Notes. "," no map or description = no
1)includes map but data from one point in time was used, 2)includes map but no clear description of methodology = somewhat
 ISW map and ISWs were delineated using multiple water year types AND description of temporal variability= yes","Interconnected surface water, ISW, gaining, losing",Yes,"Direct measurement of interactions between groundwater systems and surface water features is difficult because of the need for a monitoring system that tracks both stream stage and groundwater elevations at nearby locations (see Monitoring Network Section for the Butte Subbasin). Therefore, the interaction between the groundwater system and surface water features within the Butte Subbasin is analyzed through use of the BBGM (BCDWRC 2021) which, absent the presence of a monitoring system dedicated to assessing interactions at selected locations, integrates information from groundwater monitoring wells and stream stages to model gradients that control flow between surface water and groundwater.

&& The BBGM was utilized to evaluate stream segments within the subbasin and to classify them as being primarily gaining or losing over the historical period from water year 2000 to 2018. A total of 32 stream segments traversing or bounding the subbasin with a total length of approximately 140 miles were defined. The segments range in length from 1.5 to 7.7 miles with an average length of 4.4 miles and are shown in Figure 2‐27. The results of this analysis are shown in Figure 2‐28. The figure shows the percent of months for the period from water year 2000 to 2018 with gaining conditions and classifies streams as primarily gaining (gaining conditions more than 80 percent of the time), primarily losing (losing conditions more than 80 percent of the time), or mixed. As indicated in Figure 2‐28, stream segments in the subbasin tend to be gaining more than 80 percent of the time, with the exception of segments of smaller streams near or along the northern boundary of the subbasin and segments of the Sacramento River from around five miles north of Glenn and to the south. One segment north of Glenn had estimated gains only seven percent of the time between 2000 and 2018.

&& To further evaluate the interconnectedness of streams with the groundwater system in the basin, streambed elevations at individual stream nodes from the BBGM were compared to groundwater elevations from spring groundwater level measurements provided by DWR as part of the SGMA Data Viewer17. Spring groundwater levels were available for 2014 to 2018. As indicated in Figure 2‐29, the vast majority of stream nodes within the Subbasin had spring groundwater levels at or above the estimated streambed elevation. Some stream nodes with groundwater elevations below the estimated streambed elevation occurred in the northernmost portions of the Subbasin. Based on consideration of the frequency with which stream segments are gaining based on BBGM results and on consideration of the spring depth to groundwater below the estimated streambed depth along each primary stream, it is likely that all streams traversing or bounding the subbasin are connected to the groundwater system. The presence of mixed or mostly losing reaches along the Sacramento River from north of Glenn south to approximately Princeton based on the BBGM results from 2000 to 2018 (refer to Figure 2‐28) is somewhat incongruous with the comparison of 2014 to 2018 spring groundwater elevations reported by DWR to stream node elevations estimated in the BBGM. This may result from differences in the time frames evaluated; differences in simulated groundwater elevations by the BBGM, which influence whether a stream segment is identified as gaining or losing, and groundwater elevations reported by DWR based on monitoring data; or uncertainty in streambed elevations estimated in the BBGM. Despite the incongruity, the available information suggests that streams are connected to the groundwater system and likely experienced gains in streamflow historically.

&& The timing and amount of surface water – groundwater interaction was estimated using the BBGM for the primary streams in the subbasin. Monthly net gains to streamflow from groundwater were estimated on a monthly basis ‐for the historical period from water year 2000 to 2018 and are summarized in Table 2‐5. Average monthly gains to streamflow are expressed in cubic feet per second. Negative values denote average losses from streamflow to groundwater (i.e., seepage or leakage).","Page 2-47 / 2.2.2.6.1

&& page 2-48 / 2.2.2.6.1

&& Page 2-51 / 2.2.2.6.1

Page 2-53 / 2.2.2.6.2

Figure 2-28","1. Is there a clear map of ISWs? yes - figure 2-28 presents the ISWs in the basin based on percentage of monthly connected simulated by the BBGM model
2. Was temporal variability and used and described? yes - the model period is said to be 2000-2018, although there are no data referenced to verify this. In appendix 2D, the model is said to calibrate groundwater data from 1990-2018. Beyond the model, the plan also presented spring groundwater levels from 2014-2018 in figure 2-29. Temporal variability of iSWs was described in figure 2-28
3. Methods: Are there sufficient data (well locations in proximity to streams, well density, screening depths) to inform assessment? no - no description of the spatial location of wells or stream gages. Also, no mention of screening depth. Unsure what data was used in the BBGM model."
ISW/GDE,,,Environment,1,"Are the conclusions of ISWs (e.g., no ISWs, some gaining/losing/disconnected) consistent with the assessment? Please describe details in the Notes.","1) no conclusions due to lack of data 2) vague and contradictory conclusions that do not make sense with the assessment 3) concrete conclusions made off of little to no evidence or data. = no
conclusions lacks some detail and evidence to support claims = somewhat
 the conclusions are coherent with the analysis and available data= yes","Interconnected surface water, ISW, gaining, losing",Yes,"Based on consideration of the frequency with which stream segments are gaining based on BBGM results and on consideration of the spring depth to groundwater below the estimated streambed depth along each primary stream, it is likely that all streams traversing or bounding the subbasin are connected to the groundwater system.",Page 2-51 / 2.2.2.6.1,"1. Are ISWs mapped in the basin? yes 
2. Is the mapping consistent with the assessment? yes - the plan concludes that all streams in the basin are likely ISW"
ISW/GDE,,,Environment,1,"Are all shallow principal aquifers acknowledged in defining ISW? Note: if there is only one unconfined aquifer in the basin, consider this aquifer as the shallow aquifer.","no aquifers are acknowledged; shallow aquifer is acknowledged, but not considered principle for reasons like not the main pumping aquifer = no
All principal shallow aquifers are not acknowledged in ISW section (or related appendix)  (if multiple exist) = somewhat
Adequate data from shallow aquifer(s) is used in defining ISWs and all principal shallow aquifers are acknowledged (in ISW section or related appendix)= yes","principal aquifer, shallow ",Yes,"To further evaluate the interconnectedness of streams with the groundwater system in the basin, streambed elevations at individual stream nodes from the BBGM were compared to groundwater elevations from spring groundwater level measurements provided by DWR as part of the SGMA Data Viewer

&& Through an examination of hydrographs and lithology logs from multi‐completion monitoring wells, two principal aquifers are defined in the Butte Subbasin: 1) Primary Aquifer and 2) Very Deep Aquifer.

&& Water produced from the Primary Aquifer is used to meet irrigation, domestic, and municipal water demand. Domestic supply is largely used to meet rural residential demands. Domestic wells are shallow with the vast majority being less than 100 feet deep. Municipal supply is largely used to meet demand from towns such as Biggs and Gridley. The Very Deep Aquifer is only accessed by a limited number of wells.","Page 2-51 / 2.2.2.6.1

&& Page2-16 / 2.2.1.8

&& Page 2-19 / 2.2.1.8.1","1. Are all shallow aquifers acknowledged in the ISW section (if multiple exist)? yes - the plan acknowledgs the shallow aquifer
2. Does the plan consider the shallow aquifer(s) as principal aquifer(s)? yes
"
